User_ID,Age,Gender,Height_cm,Previous_Weight_kg,Current_Weight_kg,Target_Weight_kg,Goal_Type,Activity_Level,BMI,BMR_kcal,TDEE_kcal,Calories_Needed_kcal,Calories_to_Burn_kcal,Daily_Calories_Intake,Calories_Burned,Steps,Workout_Minutes,Sleep_Hours,Water_Litres,Protein_g,Stress_Level,Days_to_Goal
USR0740,38,Male,175.4,83.9,82.5,82.5,Maintenance,Moderately Active,26.8,1736,2691,2691,281,2529,936,17338,34,5.6,2.0,137,Low,0
USR0741,47,Male,175.8,73.1,73.3,73.3,Maintenance,Sedentary,23.7,1602,1922,1922,163,2086,542,12109,12,7.6,1.4,106,High,0
USR0742,41,Male,169.0,55.7,55.9,60.3,Weight Gain,Lightly Active,19.6,1415,1946,2349,-217,2359,619,14148,27,5.6,2.2,101,Low,84
USR0743,61,Female,174.8,81.3,82.1,66.7,Weight Loss,Moderately Active,26.9,1448,2244,1895,557,1753,692,8277,48,5.6,1.9,105,Medium,340
USR0744,59,Female,160.3,69.3,68.1,68.1,Maintenance,Lightly Active,26.5,1227,1687,1687,191,1587,638,14901,30,7.1,2.3,92,Medium,0
USR0745,47,Male,164.3,72.8,73.0,54.0,Weight Loss,Very Active,27.0,1527,2634,2078,878,1898,1072,12888,54,5.7,1.5,134,Low,263
USR0746,39,Female,157.5,65.9,64.0,50.0,Weight Loss,Lightly Active,25.8,1268,1744,1275,691,1286,739,15715,30,6.8,2.3,86,Medium,230
USR0747,45,Male,175.7,77.0,75.1,59.7,Weight Loss,Lightly Active,24.3,1629,2240,1745,666,1858,571,11708,28,6.2,1.9,128,Low,240
USR0748,24,Female,157.9,82.3,82.8,96.1,Weight Gain,Very Active,33.2,1534,2646,3014,-10,3191,1192,13485,65,6.0,1.5,164,Low,278
USR0749,52,Female,166.1,67.2,68.3,68.3,Maintenance,Sedentary,24.8,1300,1560,1560,77,1460,256,6324,7,4.5,1.4,111,Medium,0
USR0750,45,Female,163.2,52.5,50.2,44.2,Weight Loss,Moderately Active,18.8,1136,1761,1436,557,1383,772,16117,41,7.2,1.5,68,High,142
USR0751,31,Male,176.4,54.2,51.9,32.7,Weight Loss,Moderately Active,16.7,1472,2282,1725,851,1800,980,17811,33,5.5,2.1,76,Medium,265
USR0752,27,Female,174.7,64.3,64.7,48.1,Weight Loss,Sedentary,21.2,1443,1732,1254,616,1397,459,13237,15,6.8,2.3,120,Medium,267
USR0753,33,Female,166.1,36.5,35.1,35.1,Maintenance,Very Active,12.7,1063,1834,1834,256,1890,855,15617,54,6.4,2.4,52,Low,0
USR0754,33,Male,158.6,108.5,107.9,101.9,Weight Loss,Sedentary,42.9,1910,2292,1751,763,1941,740,16220,16,6.8,2.4,192,Low,85
USR0755,48,Male,179.7,76.3,75.7,68.5,Weight Loss,Lightly Active,23.4,1645,2262,1829,610,2102,589,10310,38,6.8,1.7,138,Medium,128
USR0756,59,Female,164.4,56.9,55.0,59.2,Weight Gain,Sedentary,20.3,1122,1346,1701,-134,1456,736,17970,2,7.2,2.8,88,High,91
USR0757,42,Female,156.4,64.7,61.7,41.5,Weight Loss,Sedentary,25.2,1224,1469,1165,402,1393,326,9081,1,6.1,1.9,113,High,512
USR0758,30,Female,166.8,74.9,77.0,65.3,Weight Loss,Very Active,27.7,1502,2591,2282,634,2477,1084,4371,81,8.5,2.5,112,Low,292
USR0759,23,Female,165.1,71.0,72.3,59.7,Weight Loss,Moderately Active,26.5,1479,2292,1941,490,1765,464,7016,33,4.8,2.1,117,Medium,276
USR0760,61,Female,159.8,48.2,49.3,53.9,Weight Gain,Sedentary,19.3,1026,1231,1566,-259,1636,253,8302,16,6.7,2.4,86,Medium,106
USR0761,26,Male,178.6,86.0,86.3,77.0,Weight Loss,Moderately Active,27.1,1854,2874,2345,724,2440,650,8382,44,8.0,2.1,115,Medium,135
USR0762,62,Male,183.3,80.6,81.8,81.8,Maintenance,Moderately Active,24.3,1659,2571,2571,182,2408,606,8539,30,7.6,2.4,116,Medium,0
USR0763,53,Male,176.4,71.9,74.5,85.0,Weight Gain,Very Active,23.9,1588,2739,3116,53,3107,1432,14607,86,5.8,2.2,128,Medium,214
USR0764,60,Female,160.1,44.1,45.1,25.2,Weight Loss,Lightly Active,17.6,991,1363,798,783,821,727,14110,37,6.0,2.7,78,Low,271
USR0765,37,Male,176.6,97.3,95.9,78.4,Weight Loss,Very Active,30.7,1883,3248,2874,719,2712,1151,13452,46,5.8,1.7,153,High,360
USR0766,35,Female,164.7,58.9,59.3,46.0,Weight Loss,Lightly Active,21.9,1286,1768,1197,688,1146,391,8452,19,7.7,1.1,109,Low,179
USR0767,60,Female,164.2,73.4,73.1,48.8,Weight Loss,Moderately Active,27.1,1296,2009,1436,748,1646,582,8392,37,6.1,1.6,116,Medium,327
USR0768,38,Female,164.4,93.4,93.7,93.7,Maintenance,Very Active,34.7,1614,2784,2784,459,3036,1529,12777,83,7.3,2.8,179,High,0
USR0769,21,Male,176.3,85.8,85.9,85.9,Maintenance,Lightly Active,27.6,1861,2559,2559,139,2393,463,6796,15,7.3,2.1,154,Medium,0
USR0770,50,Female,160.8,57.4,59.6,39.7,Weight Loss,Sedentary,23.1,1190,1428,910,745,510,756,17865,2,9.8,2.3,87,Low,296
USR0771,44,Male,163.9,89.2,90.1,84.6,Weight Loss,Lightly Active,33.5,1710,2351,1950,532,2136,435,4441,24,7.4,1.6,137,Low,106
USR0772,24,Female,162.5,82.5,80.6,62.6,Weight Loss,Sedentary,30.5,1541,1849,1311,714,1584,586,12891,7,6.0,2.2,140,Medium,258
USR0773,23,Male,181.7,69.6,67.0,57.8,Weight Loss,Lightly Active,20.3,1696,2332,1983,443,2115,314,3017,39,5.2,1.6,128,Low,203
USR0774,32,Male,188.1,61.7,61.2,65.0,Weight Gain,Moderately Active,17.3,1633,2531,2855,-195,2812,429,6501,36,6.7,1.7,82,Medium,90
USR0775,35,Female,166.1,47.4,44.5,33.3,Weight Loss,Lightly Active,16.1,1147,1577,1125,552,962,335,5047,37,6.9,2.0,72,Low,191
USR0776,49,Male,175.0,85.0,83.9,83.9,Maintenance,Lightly Active,27.4,1693,2328,2328,245,2421,818,15492,32,4.3,2.5,109,High,0
USR0777,28,Male,166.9,94.2,93.4,81.7,Weight Loss,Lightly Active,33.5,1842,2533,2124,586,2282,590,12260,15,6.1,2.5,133,Low,220
USR0778,37,Female,159.1,75.7,75.0,84.5,Weight Gain,Sedentary,29.6,1398,1678,2115,-334,2016,343,7794,11,7.4,2.5,131,Medium,167
USR0779,41,Female,158.7,71.5,74.4,74.4,Maintenance,Lightly Active,29.5,1370,1884,1884,203,1925,678,15894,26,6.4,1.2,94,Medium,0
USR0780,32,Female,158.7,54.5,53.3,30.0,Weight Loss,Moderately Active,21.2,1204,1866,1313,809,1248,852,13857,44,8.2,2.2,92,Medium,324
USR0781,24,Female,170.5,57.0,55.6,35.0,Weight Loss,Sedentary,19.1,1341,1609,1228,455,1341,247,6250,0,5.1,2.1,107,Low,416
USR0782,38,Female,162.3,62.7,60.5,50.6,Weight Loss,Very Active,23.0,1268,2187,1658,751,1349,739,7947,61,7.8,1.3,120,Medium,144
USR0783,59,Male,180.5,71.4,71.5,47.5,Weight Loss,Lightly Active,21.9,1553,2135,1780,596,1840,802,15154,32,8.1,2.2,98,Medium,521
USR0784,43,Male,166.8,94.1,92.0,92.0,Maintenance,Very Active,33.1,1752,3022,3022,493,2967,1643,14846,89,8.1,2.0,166,Low,0
USR0785,61,Male,188.0,83.1,83.8,83.8,Maintenance,Sedentary,23.7,1713,2056,2056,155,2331,518,10385,18,5.1,2.5,163,High,0
USR0786,31,Female,164.5,81.8,79.7,79.7,Maintenance,Moderately Active,29.5,1509,2339,2339,207,2386,691,9391,34,7.4,2.2,101,High,0
USR0787,54,Female,159.8,62.2,62.7,62.7,Maintenance,Moderately Active,24.6,1195,1852,1852,144,1958,480,4446,40,6.2,1.9,96,Low,0
USR0788,38,Male,168.1,71.4,73.4,49.2,Weight Loss,Moderately Active,26.0,1600,2480,2028,755,1887,1009,16615,48,5.3,2.8,142,Medium,412
USR0789,35,Male,158.9,76.9,74.2,74.2,Maintenance,Moderately Active,29.4,1565,2426,2426,179,2393,596,9123,34,6.5,0.9,101,Medium,0
USR0790,22,Female,166.0,64.3,63.8,63.8,Maintenance,Very Active,23.2,1404,2422,2422,397,2481,1322,15321,87,5.9,2.2,124,Low,0
USR0791,20,Male,180.8,61.1,60.9,38.9,Weight Loss,Moderately Active,18.6,1644,2548,2238,420,2184,368,3399,44,8.1,1.1,99,Low,546
USR0792,40,Female,159.9,46.3,48.0,28.9,Weight Loss,Moderately Active,18.8,1118,1733,1425,532,1389,747,12711,50,7.6,1.7,61,High,478
USR0793,43,Female,165.8,62.9,62.7,56.0,Weight Loss,Very Active,22.8,1287,2220,1740,694,1779,715,8295,47,5.6,2.5,98,Medium,107
USR0794,54,Female,151.0,80.9,81.3,74.0,Weight Loss,Moderately Active,35.7,1326,2055,1516,779,1259,800,14119,34,6.1,1.4,119,High,104
USR0795,41,Male,171.8,93.4,95.1,75.8,Weight Loss,Lightly Active,32.2,1825,2509,1984,629,1905,348,5687,25,6.5,1.3,136,Medium,283
USR0796,36,Female,164.6,71.5,71.9,71.9,Maintenance,Lightly Active,26.5,1407,1935,1935,270,2053,899,17483,38,6.9,3.6,117,Low,0
USR0797,42,Female,169.7,74.5,73.6,73.6,Maintenance,Very Active,25.6,1426,2460,2460,330,2401,1099,9864,74,8.2,1.4,117,Low,0
USR0798,38,Female,177.3,60.1,57.6,37.8,Weight Loss,Lightly Active,18.3,1333,1833,1322,623,1672,372,8127,24,7.8,3.2,91,Medium,298
USR0799,29,Female,175.7,58.5,59.9,48.2,Weight Loss,Moderately Active,19.4,1391,2156,1571,874,1585,963,15089,53,7.1,2.1,76,Medium,154
USR0800,58,Female,163.0,82.3,84.5,84.5,Maintenance,Sedentary,31.8,1413,1696,1696,78,1418,259,2552,16,6.7,1.9,156,Low,0
USR0801,50,Female,158.6,76.9,79.7,91.1,Weight Gain,Lightly Active,31.7,1377,1893,2229,-168,2296,559,7543,35,4.9,2.5,126,Medium,261
USR0802,21,Male,175.2,65.8,68.4,56.2,Weight Loss,Moderately Active,22.3,1679,2602,2044,807,1886,830,15834,34,8.6,3.0,127,High,168
USR0803,59,Female,158.2,44.5,46.3,53.8,Weight Gain,Moderately Active,18.5,996,1544,1860,-129,1911,624,10921,41,6.5,1.5,86,Medium,183
USR0804,24,Female,156.7,58.3,59.2,59.2,Maintenance,Lightly Active,24.1,1290,1774,1774,115,1689,383,4560,28,8.9,1.9,86,Low,0
USR0805,39,Male,171.4,67.6,69.3,69.3,Maintenance,Lightly Active,23.6,1574,2164,2164,179,2089,597,14189,17,7.2,2.7,83,Low,0
USR0806,50,Female,159.0,59.1,58.7,44.8,Weight Loss,Lightly Active,23.2,1170,1609,1214,513,1369,393,7108,16,9.4,2.4,113,High,271
USR0807,34,Female,164.9,71.0,71.6,62.1,Weight Loss,Moderately Active,26.3,1416,2195,1619,703,1381,422,6266,34,7.7,2.9,129,High,127
USR0808,41,Female,157.8,84.0,83.1,83.1,Maintenance,Lightly Active,33.4,1451,1995,1995,155,1922,518,6945,25,5.3,2.5,107,Low,0
USR0809,51,Male,176.6,97.4,96.4,77.7,Weight Loss,Moderately Active,30.9,1818,2818,2432,606,2342,735,10985,33,6.3,3.3,170,High,373
USR0810,45,Male,177.3,91.7,93.2,107.1,Weight Gain,Moderately Active,29.6,1820,2821,3305,-219,3506,884,7684,50,6.8,2.3,113,Low,221
USR0811,60,Female,162.9,75.2,74.9,69.4,Weight Loss,Very Active,28.2,1306,2253,1725,812,1673,948,10316,45,6.0,2.3,92,Low,80
USR0812,58,Female,172.6,54.0,52.3,29.3,Weight Loss,Sedentary,17.6,1151,1381,802,711,661,439,10366,11,6.5,2.4,85,Low,306
USR0813,56,Male,179.3,68.5,66.7,54.9,Weight Loss,Sedentary,20.7,1513,1816,1336,540,1371,199,4551,16,5.4,2.1,85,Low,189
USR0814,39,Female,166.1,75.7,77.9,58.0,Weight Loss,Lightly Active,28.2,1461,2009,1519,626,1385,454,5848,36,7.0,2.7,154,High,313
USR0815,34,Female,159.5,67.4,68.5,68.5,Maintenance,Lightly Active,26.9,1351,1858,1858,223,1746,743,16088,21,7.3,2.3,131,Medium,0
USR0816,51,Female,169.3,68.5,68.8,50.8,Weight Loss,Sedentary,24.0,1330,1596,1250,412,1354,219,5456,6,5.8,2.7,118,Low,401
USR0817,23,Female,160.3,67.4,66.8,66.8,Maintenance,Moderately Active,26.0,1394,2161,2161,144,1731,481,4758,56,9.3,2.8,84,High,0
USR0818,63,Male,174.1,69.5,69.1,69.1,Maintenance,Lightly Active,22.8,1469,2020,2020,218,1875,727,14031,37,7.1,2.5,101,High,0
USR0819,23,Male,166.4,66.0,63.3,57.5,Weight Loss,Lightly Active,22.9,1563,2149,1661,577,1559,297,5755,26,6.0,2.5,95,Low,92
USR0820,51,Male,166.0,104.5,104.2,115.3,Weight Gain,Lightly Active,37.8,1830,2516,2870,-231,3102,410,5642,20,5.0,1.6,165,Medium,241
USR0821,18,Female,157.0,81.7,83.5,76.5,Weight Loss,Very Active,33.9,1565,2700,2260,827,2327,1290,10119,75,7.1,1.9,111,Medium,122
USR0822,27,Male,183.3,70.5,69.8,69.8,Maintenance,Sedentary,20.8,1714,2057,2057,197,2052,658,14393,13,6.7,2.7,116,Medium,0
USR0823,38,Male,174.7,83.8,83.1,90.7,Weight Gain,Sedentary,27.2,1738,2086,2536,-289,2521,536,12162,8,7.9,3.1,129,Medium,130
USR0824,22,Male,176.5,80.3,77.4,55.7,Weight Loss,Lightly Active,24.8,1772,2436,1938,560,1957,207,3660,18,6.8,1.0,152,Low,336
USR0825,19,Female,150.0,96.6,96.3,80.3,Weight Loss,Moderately Active,42.8,1644,2548,2010,787,2047,829,12767,32,5.6,1.9,188,Low,229
USR0826,39,Female,156.8,53.8,51.0,54.1,Weight Gain,Moderately Active,20.7,1134,1758,2192,-218,2211,719,10229,53,9.0,2.2,84,High,55
USR0827,19,Male,165.8,84.7,85.1,85.1,Maintenance,Lightly Active,31.0,1797,2471,2471,209,2763,698,14682,22,7.5,1.7,146,High,0
USR0828,27,Male,171.0,109.0,109.0,87.2,Weight Loss,Sedentary,37.3,2029,2435,2045,586,1979,652,15208,7,6.7,1.7,143,Low,430
USR0829,51,Female,151.4,66.2,68.2,77.7,Weight Gain,Lightly Active,29.8,1212,1666,2051,-182,2077,676,12716,34,7.2,2.5,94,Low,190
USR0830,33,Male,158.7,58.1,58.6,40.4,Weight Loss,Moderately Active,23.3,1418,2198,1864,513,1870,597,7586,36,7.6,3.1,113,High,420
USR0831,56,Male,176.4,67.3,66.2,66.2,Maintenance,Lightly Active,21.3,1490,2049,2049,218,2190,727,15009,17,5.3,1.0,116,Medium,0
USR0832,39,Male,166.7,69.5,69.6,64.0,Weight Loss,Very Active,25.0,1548,2670,2071,867,1967,893,5576,69,7.2,2.1,94,Low,72
USR0833,29,Male,175.1,76.0,77.2,84.5,Weight Gain,Sedentary,25.2,1726,2071,2409,-152,2354,621,16318,14,6.5,2.5,128,Low,166
USR0834,41,Male,172.2,67.3,64.9,54.5,Weight Loss,Sedentary,21.9,1525,1830,1451,492,1224,376,8458,9,7.6,2.7,126,Medium,211
USR0835,64,Male,191.8,93.5,94.2,104.6,Weight Gain,Sedentary,25.6,1826,2191,2503,-159,2651,509,11500,12,6.1,2.4,139,Medium,257
USR0836,57,Male,171.9,66.4,68.9,68.9,Maintenance,Moderately Active,23.3,1483,2299,2299,266,2071,886,13727,50,6.3,3.3,93,Medium,0
USR0837,55,Female,154.0,64.0,62.8,62.8,Maintenance,Moderately Active,26.5,1154,1789,1789,130,1870,435,8125,30,9.0,2.2,123,Low,0
USR0838,27,Male,179.7,110.0,110.8,110.8,Maintenance,Very Active,34.3,2101,3624,3624,553,3876,1842,15991,85,8.5,3.0,174,High,0
USR0839,52,Female,152.0,56.9,58.8,49.6,Weight Loss,Lightly Active,25.5,1117,1536,1036,754,1325,848,17623,33,4.0,1.8,90,High,142
USR0840,49,Female,147.3,51.6,51.7,51.7,Maintenance,Lightly Active,23.8,1032,1419,1419,226,1373,755,15921,16,8.4,2.2,73,High,0
USR0841,24,Male,172.6,108.0,109.3,123.0,Weight Gain,Moderately Active,36.7,2057,3188,3687,-171,3635,1092,15740,45,6.9,1.5,209,High,211
USR0842,38,Female,155.1,88.1,87.0,87.0,Maintenance,Lightly Active,36.2,1488,2046,2046,213,2035,710,14652,22,6.2,2.7,163,Medium,0
USR0843,37,Male,169.3,89.9,88.7,78.3,Weight Loss,Moderately Active,30.9,1765,2736,2191,814,2326,896,12420,35,5.8,2.1,135,Low,147
USR0844,43,Female,156.3,76.9,77.9,60.9,Weight Loss,Lightly Active,31.9,1380,1898,1375,764,1355,802,15021,37,5.9,2.4,95,Low,250
USR0845,21,Male,182.4,81.7,82.9,73.9,Weight Loss,Sedentary,24.9,1869,2243,1685,616,1644,195,4923,1,6.2,2.0,129,Low,124
USR0846,63,Male,175.3,81.0,83.6,77.1,Weight Loss,Sedentary,27.2,1622,1946,1582,541,1743,590,13233,16,5.6,2.6,112,Low,138
USR0847,39,Male,188.8,76.4,74.7,69.3,Weight Loss,Moderately Active,21.0,1737,2692,2271,570,2278,495,4708,50,5.4,2.4,98,Medium,99
USR0848,32,Female,165.5,72.7,72.5,72.5,Maintenance,Lightly Active,26.5,1438,1977,1977,245,1954,817,14531,38,5.8,1.6,110,High,0
USR0849,57,Female,166.5,74.8,73.3,83.0,Weight Gain,Moderately Active,26.4,1328,2058,2484,-144,2353,939,14600,53,7.4,1.6,94,Medium,175
USR0850,38,Female,153.1,50.2,47.7,47.7,Maintenance,Lightly Active,20.4,1083,1489,1489,111,1643,370,6171,35,7.1,2.2,94,Medium,0
USR0851,32,Male,178.2,104.8,104.2,79.6,Weight Loss,Moderately Active,32.8,2001,3102,2731,679,2768,1026,14144,42,7.7,2.6,129,Medium,511
USR0852,39,Female,158.3,67.0,66.2,42.6,Weight Loss,Lightly Active,26.4,1295,1781,1331,663,1329,711,12501,23,6.9,3.3,101,Low,404
USR0853,45,Male,175.8,78.3,76.9,76.9,Maintenance,Sedentary,24.9,1648,1978,1978,109,1699,363,10422,3,5.4,2.4,102,High,0
USR0854,31,Female,169.6,66.2,65.0,46.1,Weight Loss,Very Active,22.6,1394,2405,1958,699,2101,840,4750,70,7.6,2.8,114,Medium,326
USR0855,44,Male,169.6,95.0,94.2,82.5,Weight Loss,Lightly Active,32.7,1787,2457,1915,844,1745,1007,17739,36,5.8,1.2,119,Low,166
USR0856,58,Male,171.8,61.5,64.4,64.4,Maintenance,Moderately Active,21.8,1433,2221,2221,212,2289,708,12885,35,7.8,3.4,105,High,0
USR0857,57,Male,173.3,80.5,82.2,65.7,Weight Loss,Moderately Active,27.4,1625,2519,1919,834,1802,779,9476,45,5.6,2.6,149,Medium,212
USR0858,45,Male,176.8,65.4,62.8,46.3,Weight Loss,Lightly Active,20.1,1513,2080,1649,609,1488,592,9931,24,6.2,2.2,123,Medium,295
USR0859,43,Female,174.7,62.8,65.0,65.0,Maintenance,Moderately Active,21.3,1366,2117,2117,247,2256,824,15699,36,6.6,2.1,114,Medium,0
USR0860,19,Male,184.4,83.9,84.7,70.8,Weight Loss,Very Active,24.9,1910,3295,2874,757,2889,1119,4804,81,7.8,1.5,108,Medium,254
USR0861,42,Female,174.5,57.3,59.6,59.6,Maintenance,Lightly Active,19.6,1316,1810,1810,133,1816,443,7444,28,7.2,1.7,76,Low,0
USR0862,20,Male,173.4,132.4,131.5,115.0,Weight Loss,Moderately Active,43.7,2304,3571,3017,821,3310,891,2841,57,7.0,3.3,235,High,229
USR0863,25,Female,163.3,87.0,86.8,98.3,Weight Gain,Moderately Active,32.5,1603,2485,2976,-148,3266,1144,17214,48,9.3,1.6,119,High,180
USR0864,61,Male,190.0,79.1,81.5,64.7,Weight Loss,Sedentary,22.6,1702,2042,1564,587,1527,364,7575,13,4.8,1.6,127,Medium,271
USR0865,50,Male,158.6,80.1,78.7,92.6,Weight Gain,Lightly Active,31.3,1533,2108,2476,-147,2280,736,13775,27,5.8,1.8,156,Medium,291
USR0866,59,Female,174.2,54.4,56.9,42.0,Weight Loss,Sedentary,18.8,1202,1442,898,645,1110,337,9510,1,5.7,1.5,106,High,211
USR0867,52,Male,169.5,85.5,87.5,87.5,Maintenance,Moderately Active,30.5,1679,2602,2602,306,2400,1020,14803,48,4.9,2.2,164,Medium,0
USR0868,23,Male,181.4,51.0,53.9,45.6,Weight Loss,Moderately Active,16.4,1563,2423,1878,763,1949,726,12681,45,6.1,2.9,102,High,117
USR0869,56,Female,164.8,50.2,49.1,34.8,Weight Loss,Moderately Active,18.1,1080,1674,1201,730,1161,858,15860,58,7.8,1.8,83,Medium,233
USR0870,40,Female,160.7,59.1,57.5,72.3,Weight Gain,Sedentary,22.3,1218,1462,1809,-147,1820,666,16918,5,6.3,1.4,103,Medium,328
USR0871,42,Male,160.2,76.2,75.2,60.4,Weight Loss,Lightly Active,29.3,1548,2128,1816,472,2000,535,8405,33,6.6,2.4,112,Medium,365
USR0872,60,Male,181.7,92.5,95.2,80.4,Weight Loss,Moderately Active,28.8,1793,2779,2185,931,2067,1124,17084,44,4.9,2.2,190,Medium,192
USR0873,36,Female,161.5,55.4,54.4,47.8,Weight Loss,Lightly Active,20.9,1212,1666,1323,527,1232,614,15106,18,6.0,2.8,77,Low,148
USR0874,22,Male,161.7,79.7,80.1,71.3,Weight Loss,Moderately Active,30.6,1707,2646,2225,720,2339,998,17337,44,6.4,1.9,134,Medium,161
USR0875,28,Male,195.2,67.8,67.2,55.8,Weight Loss,Moderately Active,17.6,1757,2723,2143,766,2411,620,5534,54,7.8,2.0,96,Medium,151
USR0876,29,Male,180.0,111.3,110.7,97.3,Weight Loss,Sedentary,34.2,2092,2510,2151,594,2522,785,17202,13,5.0,2.1,143,Medium,287
USR0877,27,Female,153.4,74.6,72.8,55.9,Weight Loss,Lightly Active,30.9,1391,1913,1360,737,1142,613,9857,32,6.5,2.3,120,Low,235
USR0878,25,Female,160.8,60.6,60.8,70.4,Weight Gain,Lightly Active,23.5,1327,1825,2168,-242,2105,336,2607,36,8.3,2.0,90,Medium,216
USR0879,41,Male,170.4,84.5,86.6,78.4,Weight Loss,Moderately Active,29.8,1731,2683,2087,899,1932,1011,17245,34,6.5,1.9,144,Medium,106
USR0880,45,Male,176.0,65.9,63.2,57.9,Weight Loss,Very Active,20.4,1512,2608,2223,663,2350,928,9394,68,4.5,1.1,104,High,106
USR0881,58,Male,164.4,106.1,108.4,108.4,Maintenance,Moderately Active,40.1,1826,2830,2830,208,2839,694,6618,39,8.5,1.9,177,High,0
USR0882,53,Female,159.9,71.8,72.8,72.8,Maintenance,Lightly Active,28.5,1301,1789,1789,254,1921,847,16089,22,7.9,2.6,95,High,0
USR0883,54,Male,178.1,68.3,69.0,53.0,Weight Loss,Sedentary,21.8,1538,1846,1476,604,1417,779,15500,6,8.0,2.7,107,Low,333
USR0884,38,Male,161.7,91.8,92.6,70.9,Weight Loss,Moderately Active,35.4,1752,2716,2252,796,2357,1106,17568,41,4.9,1.9,171,High,360
USR0885,25,Female,162.0,65.4,64.2,64.2,Maintenance,Lightly Active,24.5,1368,1881,1881,227,1854,756,15324,24,8.8,3.0,93,Low,0
USR0886,26,Male,167.6,64.0,63.5,56.5,Weight Loss,Moderately Active,22.6,1558,2415,2033,548,2054,553,5960,44,6.1,2.2,99,Low,141
USR0887,64,Female,156.5,88.6,90.4,66.7,Weight Loss,Sedentary,36.9,1401,1681,1099,670,1013,292,6257,9,6.4,1.4,144,Low,314
USR0888,32,Male,179.6,86.9,85.7,78.5,Weight Loss,Sedentary,26.6,1824,2189,1689,747,1893,822,17931,11,6.2,1.2,162,High,111
USR0889,63,Male,180.9,97.9,97.7,97.7,Maintenance,Lightly Active,29.9,1798,2472,2472,183,2283,610,7612,35,8.1,2.9,168,Low,0
USR0890,57,Male,183.0,82.9,80.0,61.6,Weight Loss,Lightly Active,23.9,1664,2288,1947,591,1930,832,17794,17,6.8,2.0,102,Low,415
USR0891,35,Female,162.0,74.5,75.9,75.9,Maintenance,Moderately Active,28.9,1436,2226,2226,319,2493,1063,16340,56,7.6,1.5,144,Low,0
USR0892,59,Female,169.8,50.3,49.8,57.5,Weight Gain,Sedentary,17.3,1103,1324,1772,-320,1963,428,12223,6,7.1,0.8,93,Medium,132
USR0893,37,Female,154.7,91.6,91.8,80.2,Weight Loss,Very Active,38.4,1539,2655,2136,876,2010,1190,2201,87,6.9,2.0,166,High,172
USR0894,23,Male,176.0,77.7,75.4,75.4,Maintenance,Moderately Active,24.3,1744,2703,2703,224,2584,745,8559,52,5.9,2.4,119,Medium,0
USR0895,29,Female,160.0,66.5,69.5,60.5,Weight Loss,Lightly Active,27.1,1389,1910,1505,537,1582,441,7131,37,9.2,1.8,126,Medium,171
USR0896,19,Male,179.9,90.6,89.4,101.7,Weight Gain,Lightly Active,27.6,1928,2651,3082,-211,3179,734,15235,27,5.2,1.6,142,Low,220
USR0897,24,Male,173.3,86.9,87.7,71.5,Weight Loss,Moderately Active,29.2,1845,2860,2393,797,2571,1100,15708,50,7.5,1.9,157,Low,267
USR0898,33,Female,180.4,76.7,77.2,62.9,Weight Loss,Sedentary,23.7,1574,1889,1509,410,1298,100,3364,11,7.5,2.9,147,Low,290
USR0899,20,Male,184.0,83.7,85.4,67.3,Weight Loss,Very Active,25.2,1909,3293,2706,853,2903,888,2751,67,8.4,1.4,163,Medium,237
USR0900,62,Male,181.0,80.7,79.5,71.6,Weight Loss,Moderately Active,24.3,1621,2513,2140,668,2005,985,15237,42,8.7,1.8,124,Medium,163
USR0901,20,Male,176.1,109.4,110.9,89.1,Weight Loss,Sedentary,35.8,2115,2538,1966,786,2166,712,16708,3,6.8,2.9,209,Low,293
USR0902,44,Male,171.7,75.6,74.9,67.0,Weight Loss,Moderately Active,25.4,1607,2491,1973,721,1731,677,9545,42,7.6,2.5,96,High,117
USR0903,60,Male,180.6,69.2,68.7,45.9,Weight Loss,Lightly Active,21.1,1521,2091,1569,633,1402,371,7344,27,9.1,2.3,88,High,336
USR0904,57,Female,160.7,82.1,83.1,88.3,Weight Gain,Sedentary,32.2,1389,1667,2031,-313,2289,169,3205,3,6.9,1.8,136,Low,110
USR0905,55,Male,187.3,80.9,82.6,66.6,Weight Loss,Very Active,23.5,1727,2979,2527,816,2793,1214,11512,63,5.7,2.2,142,Low,273
USR0906,50,Female,171.1,58.3,59.3,69.4,Weight Gain,Sedentary,20.3,1251,1501,1991,-418,2006,239,5887,11,6.5,1.9,78,Medium,159
USR0907,45,Female,169.0,61.0,63.4,52.4,Weight Loss,Moderately Active,22.2,1304,2021,1470,688,1421,456,3330,47,5.4,1.7,100,Low,154
USR0908,18,Male,167.7,83.5,82.2,73.6,Weight Loss,Very Active,29.2,1785,3079,2671,845,2669,1458,10622,87,7.4,1.6,105,Medium,162
USR0909,25,Male,180.8,83.8,86.2,72.3,Weight Loss,Lightly Active,26.4,1872,2574,2154,705,2216,950,17025,39,8.3,2.7,145,Medium,255
USR0910,54,Male,171.4,94.7,92.5,82.6,Weight Loss,Lightly Active,31.5,1731,2380,1813,772,1889,682,12357,30,6.9,2.2,174,High,134
USR0911,49,Female,170.2,69.8,70.8,82.6,Weight Gain,Sedentary,24.4,1366,1639,2051,-265,2007,490,9519,16,5.1,2.4,127,Medium,221
USR0912,60,Male,181.1,83.4,83.7,73.2,Weight Loss,Sedentary,25.5,1674,2009,1449,638,1159,259,6683,7,8.2,2.3,126,Low,144
